@relation 'tramitacoes2018_2-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2,4,7-8'

@attribute CDASSUNTO {1,2,3,4,5,6,7,9,10,11,13,14,15,16,17,19,20,21,22,23,24,25,26,28,29,30,32,38,39,41,44,49,70,71,73,74,75,77,78,79,80,83,89,91,92,93,94,96,97,98,99,100,101,102,103,105,106,107,108,109,110,111,112,114,115}
@attribute CDSETORRESP {1,2,7,8,10,20,27,32,33,35,39,47,50,51,52,53,60,62,83,90,92,93,141,151,213,229,259,277,284,285,305,348,364,450,756,1006,1078,1103,1286,1308,1397,1417,1537,1538,1539,1540,1541,1575,1786,1788,1791,1793,1844,1875,1876,1881,1978,1996,2002,2004,2006,2008,2010,2012,2014,5743,5885,5930,5982,5994,6027,6028,6029,6080,6083,6097,6211,6214,6215,6216,6221,6224,6227,6230}
@attribute CDSETORABERTURA {3,7,10,27,32,33,50,51,53,60,73,83,84,87,90,92,93,234,613,718,769,775,778,782,990,992,993,997,1006,1026,1061,1065,1072,1095,1205,1235,1249,1561,1786,1788,1791,1793,1835,1844,1875,1996,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2128,5893,5895,5898,5899,5902,6064,6074,6080,6128,6205,6211,6214,6215,6216,6217,6218,6220,6221,6222,6230}
@attribute CDUSUARIO {AACASTRO,VASILVA,MCARVALHO,ACFREITAS,GERSON,VVCOSTA,ISRICARTE,REBSOUZA,FGCRUZ,PVCOSTA,MMANDRADE,SRPATRICIO,MWENTZ,CDSILVA,DDURIEUX,LJACQUES,CFSILVA,MTRICHARTZ,DORIS,JSOUZA,PPASSOLD,EKZAPPELINI,BVIEIRA,AHSANTOS,LCAVALLERI,ACRESPALDI,WBALSAMO,BBRIBEIRO,FPGCOSTA,EDORIGATTI,MTCESCONETO,ESARMENTO,NELIZA,PREMOR,HVMAZZOLA,BBROGNOLI,VOLIVEIRA,VAMARAL,LCSMACHADO,SDCARDOSO,JTRES,RMARTENDAL,CRODRIGUES,SMITHOMAZ,MMDASILVA,NRFERNANDES,DROGLIO,EMMFILHO,RCAVANHOLI,MIPZIMMERMANN,RRZDASILVA,TMBATISTA,SDMARCOS,MGUEDES,LFUHR,APPEREIRA,YCOSTA,ILIMA,PMFINARDI,VAGUIAR,MMARTINS,TBMEDEIROS,MAZEVEDO,LCLAGO,SAKOERICH,BCCORTES,MROSA,LDECKER,RKRAUS,DASILVA,KCIPRIANI,GJMOZZER,TLSANTOS,SFPEREIRA,BLEIRIA,KSANHAIA,VASMAFIOLETTI,RFERNANDES,SFLUZ,FEMSANTOS,YFERREIRA,LRGREGORIO,ACERVI,OBOING,ALIGARAUJO,LMDSANTOS,MVALERIO,GNDASILVA,MSCOSTA,LAVILLA,AMKOCH,FCOLLET,TRAMIRES,CLCCOSTA,IMCKOCHE,SLKRAESKI,ABSSOUZA,BFGONZAGA,MHULLER,LHSAAR,VPARGENDLER,EZANFERRARI,AVPEREIRA,TRECH,LEMPEREIRA,NMGODINHO,FLISBOA,SGA,TCRAIMUNDO,RGPINHEIRO,FREGIS,SRIGOTTI,LMSANTOS,JMMZEFERINO,ISA,HMARTINELLI,JMBARRETO,TCAPISTRANO,AGARAUJO,FBRITO,SSAMORIM,SKOCH,JBOMBASAR,LBUSS,JCCONRADO,RSCHIEFLER,FGREGUI,DCHEINECK,CSILVANO,LFROSA,MSARTOR,RELUZ,ENBRAS,WDACPARRELLA,RDAROS,TGBETIO,VRCASTRO,SELIAS,AMOLIVEIRA,JFONTOURA,MBATTIATO,MMONGUILHOTT,GMERIZE,ISILVEIRA,AVOLIVEIRA,FLCHAVES,FCOMIN,ISNUNES,MFTONINI,MGHENRIQUE,RCARLESSO,JJESKE,BSCUNHA,TBOSCHINI,SAMSILVA,MLIMA,SSIPRIANO,DBRISTOT,BNOSOL,SNORONHA,MCONCEICAO,RSDEMELO,RRAMOS,RGRUMICHE,RZEFERINO,LHNUNES,GDDASILVA,GCORREGGIO,JAPARECIDA,IAFACINI,PWBRAMONT,GFRANZONI,RPTDAVILA,FWESTPHAL,EAFORTES,RAOLIVEIRA,JOFERNANDES,FCORAL,LFIGUEIRO,FKSOUZA,CSMATOS,RSEIFFERT,VACSOUZA,FISILVA,SZALVES,JROMAN,LHTHIESEN,MWALETE,PRSOUZA,AGSILVEIRA,MAYRAS,KPRIM,CSILVEIRA,IZAFFONATO,AAALMEIDA,MCOLSEN,PSSILVEIRA,JMENDES,BCOLPANI,GMAY,AWILBERT,JROSARIO,RMARIA,PALLEBRANDT,MCVIEIRA,HCOUTINHO,SSCOUTINHO,LLSILVA,KASSUNCAO,MLSERPA,FADESDACUNHA,APISANI,TRROCHA,DSEEMANN,MGSILVA,GLDAROS,RRMORAES,EBIAZIN,MRROSA,TDASILVEIRA,SPIRES,JCOMIM,JANAINA,MGATELLI,LPASCOAL,FRRODRIGUES,AASILVA,AJUMES,CSOLIVEIRA,DBERGMANN,RNSTIPP,ALONGO,MDACOREGGIO,JPERING,CHRISTIAN,RDEVANGELISTA,NLORENZ,DCUNHA,JSBVILAIN,MMVALE,TGBARROS,RHSOUZA,CAMILADEOLIVEIRA,MGROSSL,LMARTINS,MMBERNARDINO,CRSANTOS,EVIECELI,CESTEIL,JACOSTA,GSILVEIRA,GMROSA,LVIEIRA,LKEMPNER,MWINTER,CVICENTE,IANNES,ADRIANO,OZANCHI,ROPIRES,AGRAZIOTIN,EGOULART,OCIOFFI,CBOSCHETTO,SOBIERAJSKI,CSIQUEIRA,JMORIGUTI,JBOTEGA,RHOFFMANN,AFERRAZ,EMENDES,TDDESOUZA,LMIGUEL,JKSILVA,LRDUARTE}
@attribute CDSETORORIGEM {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,73,83,84,87,90,92,93,225,234,238,310,429,459,498,589,613,633,718,748,769,775,776,778,782,789,790,862,990,992,993,994,997,1006,1017,1026,1061,1065,1072,1095,1205,1235,1249,1308,1519,1537,1539,1561,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1978,1987,1996,2000,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2127,2128,4732,5221,5893,5895,5898,5899,5901,5902,5932,5944,5957,5984,6020,6027,6029,6064,6065,6074,6080,6128,6205,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}
@attribute CDSETORDESTINO {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,83,84,87,90,92,93,225,230,238,310,429,431,436,459,498,524,589,613,633,748,775,776,778,782,789,790,862,994,997,1006,1017,1308,1519,1537,1539,1562,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1881,1978,1987,1996,2000,2002,2004,2006,2008,2010,2012,2014,2018,2127,2128,2290,4732,5221,5287,5307,5893,5895,5899,5901,5902,5932,5944,5953,5957,5984,5986,6020,6027,6029,6062,6065,6080,6089,6103,6121,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}

@data
23,6227,2004,AHSANTOS,1537,2004
23,6227,2004,LJACQUES,50,1537
23,6227,2004,LJACQUES,1537,50
105,756,1996,ISILVEIRA,1996,633
89,50,7,APPEREIRA,6029,7
89,50,7,ISRICARTE,2012,93
97,1788,51,TRAMIRES,2002,51
80,1537,7,SRPATRICIO,7,6027
2,6230,6230,WBALSAMO,6230,2004
111,50,50,LJACQUES,2010,50
80,6029,7,ISRICARTE,2012,2004
80,6029,7,VASILVA,2004,7
108,50,7,ISRICARTE,50,2012
20,50,7,SDMARCOS,633,50
6,2010,2010,LJACQUES,50,1537
80,1,7,MMANDRADE,7,1539
94,50,7,LJACQUES,2006,50
110,51,51,JCCONRADO,5901,633
7,10,10,VASMAFIOLETTI,10,50
32,1,7,FEMSANTOS,2004,2012
32,1,7,LJACQUES,50,2004
44,10,10,JSOUZA,1537,10
10,2004,2004,MTCESCONETO,633,50
2,50,50,LJACQUES,50,7
2,50,50,SRPATRICIO,7,50
2,6230,50,NELIZA,1537,50
10,2004,2004,VASILVA,2004,2010
110,51,51,CRODRIGUES,2002,1537
80,7,7,SRPATRICIO,7,50
80,7,7,MMANDRADE,7,3
89,50,7,APPEREIRA,6029,7
3,6029,7,ALIGARAUJO,6029,7
91,6227,2002,SRPATRICIO,1,2002
5,2010,2010,JSOUZA,7,50
111,2010,2010,LJACQUES,50,6230
111,2010,2010,SRPATRICIO,7,7
111,2010,2010,AGSILVEIRA,2010,7
7,10,10,AMOLIVEIRA,1,6027
7,10,10,LJACQUES,50,2012
102,7,51,SRPATRICIO,7,7
29,7,7,MMANDRADE,7,1791
110,51,2002,AHSANTOS,1537,5895
6,6029,7,MROSA,53,92
6,6029,7,NELIZA,7,6029
6,6029,7,CLCCOSTA,2012,50
6,6029,7,ILIMA,53,1537
20,2006,2006,LJACQUES,50,2006
20,2006,2006,MMANDRADE,7,7
94,7,7,REBSOUZA,633,50
89,50,7,SRPATRICIO,7,50
96,1791,1791,REBSOUZA,633,1791
96,1791,1791,JSOUZA,7,7
44,10,10,RRAMOS,10,2018
17,2006,2006,JTRES,2006,2004
10,7,7,LJACQUES,50,2004
80,1,7,JSOUZA,7,498
94,7,7,VASMAFIOLETTI,10,2018
80,50,7,MMANDRADE,7,10
1,6230,50,SRPATRICIO,7,50
7,50,7,LJACQUES,50,2006
78,1539,7,NELIZA,6029,7
78,1539,7,NELIZA,1539,6029
110,51,51,FPGCOSTA,51,2002
110,51,51,YCOSTA,5895,7
102,7,51,ILIMA,53,93
20,50,7,EKZAPPELINI,50,7
20,50,7,SRPATRICIO,7,50
3,1,7,NELIZA,7,50
3,1,7,SRPATRICIO,7,50
115,2006,2006,LJACQUES,50,2006
115,2006,2006,LJACQUES,50,7
110,51,51,SFPEREIRA,51,7
110,51,51,AVPEREIRA,2002,5901
110,51,51,NELIZA,1537,2002
110,51,51,LRGREGORIO,51,2002
5,50,50,BFGONZAGA,2018,10
80,1539,7,JSOUZA,1,7
110,51,51,ISNUNES,1006,5901
91,1537,7,SRPATRICIO,6027,7
10,50,7,SDMARCOS,633,50
80,1537,7,SLKRAESKI,6029,92
80,1537,7,LJACQUES,50,1537
80,1537,7,SRPATRICIO,1,7
7,8,10,SDMARCOS,633,10
7,8,10,YCOSTA,51,10
101,10,10,MGUEDES,10,5893
80,1,7,SRPATRICIO,1,6027
80,1,7,SRPATRICIO,6027,7
80,50,7,APPEREIRA,6029,7
80,50,7,APPEREIRA,6029,2
110,51,51,CRODRIGUES,2002,633
110,51,51,JSOUZA,1537,2002
110,51,51,CRODRIGUES,2002,51
80,6080,7,PREMOR,6080,1539
91,1540,7,PREMOR,6080,2002
91,1540,7,SRPATRICIO,7,2002
91,1540,7,FPGCOSTA,51,1537
91,1540,7,BBRIBEIRO,2002,51
7,7,7,JSOUZA,7,10
44,10,10,WBALSAMO,6230,50
44,10,10,VASMAFIOLETTI,10,7
2,6230,6230,WBALSAMO,6230,50
79,1537,7,TRAMIRES,2002,5901
79,1537,7,NELIZA,7,6027
110,51,51,YCOSTA,51,1006
89,50,7,APPEREIRA,6029,7
96,1791,1791,SDMARCOS,633,1791
96,1791,1791,SRPATRICIO,7,6020
112,7,7,MMANDRADE,7,7
80,6080,6080,FGREGUI,60,6080
10,50,7,LJACQUES,50,2004
97,1788,51,JCCONRADO,5901,633
97,1788,51,SRPATRICIO,1537,2002
7,2006,2006,SRPATRICIO,7,50
7,2006,2006,TBMEDEIROS,2004,50
28,93,93,TBOSCHINI,93,633
7,10,10,LFUHR,10,2018
7,10,10,LFUHR,10,2018
91,1,7,BBRIBEIRO,6065,2002
89,6230,50,ISRICARTE,2012,2004
92,10,7,NELIZA,1537,10
80,1537,7,CSMATOS,1788,1537
80,1537,7,MMANDRADE,7,1537
110,51,51,ESARMENTO,92,5901
110,51,51,GERSON,51,5895
110,51,51,GERSON,51,5895
110,51,51,JSOUZA,7,51
89,50,7,ESARMENTO,53,2012
89,50,7,LJACQUES,50,53
89,50,7,LAVILLA,7,50
110,51,51,TRAMIRES,2002,51
110,51,51,ACFREITAS,5901,51
3,50,7,MTRICHARTZ,6029,50
2,6230,6230,MVALERIO,6230,50
7,2006,2006,SAKOERICH,2004,2006
13,1,7,MMANDRADE,6029,7
23,6227,2004,SRPATRICIO,6027,7
23,6227,2004,SAKOERICH,2004,7
2,6230,6230,SRPATRICIO,7,6029
97,7,7,RKRAUS,2012,50
2,50,7,SRPATRICIO,7,50
10,50,7,VASILVA,50,2004
10,50,7,MMARTINS,50,2004
10,50,7,VASILVA,2004,50
80,7,7,MMANDRADE,7,6029
29,7,7,MMANDRADE,7,7
44,10,10,VASMAFIOLETTI,10,5893
91,2002,7,LCLAGO,2002,59
7,7,7,SRPATRICIO,7,7
7,7,7,LJACQUES,50,10
3,6029,7,APPEREIRA,6029,50
15,7,7,LJACQUES,50,633
15,7,7,SDCARDOSO,2010,2004
89,50,7,MCARVALHO,53,2012
3,6029,7,MMANDRADE,7,6029
110,51,51,SRPATRICIO,7,51
110,51,51,DORIS,51,2002
19,50,7,SRPATRICIO,7,50
19,50,7,SSIPRIANO,2012,50
7,10,10,EMMFILHO,2018,5893
89,50,7,LJACQUES,50,7
28,1996,1996,KSANHAIA,1996,633
80,1788,7,LEMPEREIRA,1788,7
115,2006,2006,JTRES,2006,2004
89,7,7,MROSA,53,7
89,7,7,RKRAUS,2012,53
89,7,7,RKRAUS,2012,50
111,6029,7,NELIZA,7,2010
20,7,7,SRPATRICIO,7,50
20,7,7,MMANDRADE,7,7
20,7,7,MMARTINS,50,2012
20,7,7,LJACQUES,50,7
6,7,7,SRPATRICIO,7,50
7,10,10,MMANDRADE,7,51
80,7,7,MMANDRADE,7,50
80,7,7,LJACQUES,50,7
80,7,7,LJACQUES,50,6230
80,7,7,WBALSAMO,6230,50
3,6029,7,JSOUZA,7,6029
10,2004,50,ACRESPALDI,2012,50
110,51,51,ACFREITAS,5901,2000
110,51,51,MCARVALHO,92,5901
110,51,51,VVCOSTA,51,5901
110,51,51,PVCOSTA,1006,2002
6,2010,2010,LCSMACHADO,2010,1537
10,2004,50,REBSOUZA,633,50
23,2008,2008,SAKOERICH,2004,2012
23,2008,2008,FEMSANTOS,2004,2012
44,1996,1996,CDSILVA,1996,59
10,2004,2004,RKRAUS,2012,50
10,2004,2004,LJACQUES,50,633
10,2004,2004,PPASSOLD,50,2004
39,1539,7,JSOUZA,7,1539
110,51,51,PVCOSTA,1006,6211
110,51,51,ACFREITAS,5901,92
6,7,7,MMANDRADE,7,1793
28,1996,1996,REBSOUZA,633,1996
29,7,7,MMANDRADE,7,1791
10,50,7,WBALSAMO,50,2004
110,51,51,LDECKER,92,93
1,50,7,LJACQUES,50,2012
110,51,51,FPGCOSTA,51,2002
110,51,51,FPGCOSTA,51,2002
110,51,51,JSOUZA,7,51
110,51,51,SFPEREIRA,51,5895
4,50,50,MMANDRADE,7,50
4,50,50,LJACQUES,50,7
4,50,50,MMANDRADE,7,7
2,1793,1793,LLSILVA,1793,50
80,1539,7,NELIZA,1539,7
44,1996,1996,PREMOR,6080,1996
44,1996,1996,CDSILVA,1996,59
44,1996,1996,CDSILVA,1996,589
44,1996,1996,MWENTZ,589,1996
110,51,51,FPGCOSTA,51,2002
110,51,51,NELIZA,7,5895
110,51,51,NELIZA,7,5895
80,1,7,JSOUZA,7,498
23,2008,2008,CLCCOSTA,2012,2004
23,2008,2008,ISRICARTE,27,2008
74,1793,1793,SGA,1793,6230
2,50,50,LJACQUES,50,7
79,1537,7,SRPATRICIO,7,51
39,1539,7,JSOUZA,7,1539
23,50,7,MMANDRADE,7,50
23,50,7,EKZAPPELINI,50,2012
10,2004,2004,LJACQUES,50,7
44,10,10,RCAVANHOLI,5893,2018
110,51,51,MCARVALHO,92,93
80,7,7,SRPATRICIO,7,7
44,1996,1996,PREMOR,6080,1996
110,51,2002,BLEIRIA,2002,92
39,1539,7,SRPATRICIO,7,1539
10,50,7,DDURIEUX,2010,2004
110,51,51,PVCOSTA,1006,51
110,51,51,MCARVALHO,2000,92
110,51,51,SFPEREIRA,51,1537
110,51,51,TRECH,2002,51
110,51,51,NELIZA,1,6027
110,51,51,NRFERNANDES,2002,51
110,51,51,ACFREITAS,51,2002
44,1996,1996,MWENTZ,1996,1537
44,1996,1996,KSANHAIA,1996,6080
80,7,7,NELIZA,1537,51
110,51,51,DORIS,51,2002
110,51,51,FPGCOSTA,51,1537
110,51,51,ACFREITAS,5901,2002
110,51,51,YCOSTA,5895,7
110,51,51,NELIZA,7,51
110,51,51,CRODRIGUES,2002,5895
44,10,10,VAMARAL,10,2018
44,10,10,GNDASILVA,5893,2018
7,2006,2006,SRPATRICIO,2006,7
23,2008,2008,ISRICARTE,2012,2004
10,2004,50,REBSOUZA,633,50
10,2004,50,PPASSOLD,50,633
6,6029,7,MMANDRADE,7,1793
23,2008,2008,SGA,2008,2004
110,51,51,PVCOSTA,1006,1835
2,1793,1793,LJACQUES,50,7
6,2010,2010,NELIZA,1537,2010
10,7,7,MBATTIATO,2004,7
10,7,7,AACASTRO,2004,50
23,2008,2008,ISRICARTE,2012,2004
20,50,7,DDURIEUX,2010,50
20,50,7,MTCESCONETO,633,50
17,2006,2006,LJACQUES,50,7
10,50,50,REBSOUZA,633,50
110,51,1996,BVIEIRA,6080,1
110,51,51,CRODRIGUES,2002,1537
109,7,50,SRPATRICIO,7,7
80,1,7,NELIZA,7,498
7,10,10,WDACPARRELLA,10,633
97,6211,51,AVPEREIRA,2002,1537
10,50,2004,LJACQUES,50,2004
23,6227,2004,LJACQUES,50,2004
23,6227,2004,AHSANTOS,1537,50
3,6029,7,MMANDRADE,7,6029
44,10,10,GNDASILVA,5893,2018
10,1,2004,LJACQUES,50,633
10,1,2004,LJACQUES,50,633
17,2006,2006,JTRES,2006,2004
17,2006,2006,LJACQUES,50,7
17,2006,2006,MMANDRADE,7,50
17,2006,2006,RRZDASILVA,2006,50
44,1996,1996,KSANHAIA,1996,6080
110,51,51,LRGREGORIO,51,7
110,51,51,DORIS,51,5901
44,10,10,GNDASILVA,5893,10
80,1,7,LAVILLA,1,1537
44,10,10,MGUEDES,10,5893
39,1539,7,SRPATRICIO,1539,7
10,50,7,LJACQUES,50,2004
110,51,51,DORIS,51,790
110,51,51,NMGODINHO,51,790
23,2004,2004,IAFACINI,2004,2012
23,2004,2004,FGCRUZ,2004,2012
23,2004,2004,CLCCOSTA,2012,2004
80,7,7,MMANDRADE,7,1791
110,51,51,NELIZA,7,51
110,51,51,HVMAZZOLA,51,5901
89,50,7,JMBARRETO,50,6230
110,51,51,GERSON,51,5901
44,10,10,LFUHR,10,5893
29,1,7,JSOUZA,7,1791
80,7,7,LAVILLA,7,6029
80,7,7,SRPATRICIO,6027,7
101,1,7,NELIZA,6027,2002
101,1,7,VASMAFIOLETTI,10,5893
89,50,7,MMANDRADE,7,50
89,50,7,APPEREIRA,50,6029
80,1,7,MMANDRADE,1,7
80,1,7,MMANDRADE,7,1
80,1,7,MMARTINS,2004,50
89,7,7,MMANDRADE,7,53
16,6029,7,MMANDRADE,7,6029
17,2006,2006,LJACQUES,50,2004
41,6080,7,JSOUZA,7,6080
19,6029,7,LJACQUES,50,7
19,6029,7,MMANDRADE,7,50
19,6029,7,YFERREIRA,50,2004
19,6029,7,LJACQUES,50,2004
101,10,10,LFUHR,10,5893
80,1,7,MMANDRADE,7,6029
17,6230,50,VASILVA,2004,7
2,50,7,PPASSOLD,50,2006
2,50,7,MMANDRADE,7,50
7,2006,2006,MMANDRADE,7,50
20,50,50,NELIZA,5957,7
29,1791,1791,VAGUIAR,1791,7
29,1791,1791,REBSOUZA,633,1791
91,50,7,SAKOERICH,2004,50
4,6230,6230,VPARGENDLER,6230,50
4,6230,6230,WBALSAMO,6230,50
4,6230,6230,LJACQUES,50,633
110,51,51,MCARVALHO,92,93
80,7,7,NELIZA,1537,6020
110,51,51,DORIS,51,1006
7,2006,2006,CLCCOSTA,2012,2006
110,51,51,JCCONRADO,5901,92
110,51,51,IMCKOCHE,5901,51
110,51,51,ESARMENTO,92,5895
110,51,51,MSCOSTA,5895,7
110,51,2002,NELIZA,1537,6027
110,51,51,NELIZA,7,51
110,51,51,SRIGOTTI,5895,7
29,1791,7,MMANDRADE,7,7
80,6080,7,TGBETIO,6080,2
80,6080,7,MMANDRADE,7,6080
110,51,51,SLKRAESKI,92,93
110,51,51,TLSANTOS,5901,92
110,51,51,TLSANTOS,5895,2002
80,1537,7,MMANDRADE,7,1537
79,1537,7,FPGCOSTA,51,1537
110,51,51,SRPATRICIO,7,51
110,51,51,FPGCOSTA,51,5901
110,51,51,NELIZA,7,51
10,50,7,VASILVA,2004,2010
110,51,51,GJMOZZER,5901,93
17,2006,2006,LJACQUES,50,7
17,2006,2006,LJACQUES,50,2006
97,1788,51,FPGCOSTA,51,5901
89,50,7,CLCCOSTA,2012,53
89,50,7,ILIMA,53,6029
89,50,7,APPEREIRA,6029,7
39,1539,7,NELIZA,7,1539
110,51,51,SLKRAESKI,92,93
39,1539,7,NELIZA,7,1539
80,10,7,VAMARAL,10,7
44,1996,1996,ENBRAS,59,1996
44,1996,1996,ISILVEIRA,1996,6080
44,1996,1996,JBOMBASAR,1996,6080
6,2010,2010,NELIZA,1537,2010
7,10,10,EMMFILHO,5893,2018
7,10,10,BFGONZAGA,2018,10
89,6029,7,MCARVALHO,53,2012
7,10,10,MVALERIO,6230,2004
7,10,10,BVIEIRA,10,6080
7,10,10,BVIEIRA,6080,50
4,6230,6230,EKZAPPELINI,50,7
80,1,7,SRPATRICIO,7,498
10,50,7,REBSOUZA,633,50
10,50,7,LJACQUES,50,633
7,7,7,MGUEDES,10,7
80,1,7,JSOUZA,6080,7
44,10,10,MMANDRADE,1537,10
23,6227,2004,SRPATRICIO,7,1537
17,50,7,NELIZA,1,7
44,1996,1996,NELIZA,1,6027
44,1996,1996,MWENTZ,1996,1
7,10,10,RKRAUS,2012,50
89,50,7,PPASSOLD,50,6230
23,6227,2004,LJACQUES,50,10
23,6227,2004,VAMARAL,10,2004
23,6227,2004,NELIZA,1537,50
23,2004,2004,GDDASILVA,2012,2004
110,51,51,AHSANTOS,1537,51
110,51,51,ACFREITAS,51,5895
110,51,51,MCARVALHO,92,5901
44,10,10,MMANDRADE,7,2006
19,7,5895,VASILVA,5895,2004
70,7,7,MMANDRADE,1537,51
109,50,7,MMANDRADE,1537,53
109,50,7,AHSANTOS,1537,1
94,50,7,MMANDRADE,7,50
15,7,7,LJACQUES,50,633
15,7,7,VASILVA,2004,7
44,1996,1996,SRPATRICIO,7,1996
44,1996,1996,SRPATRICIO,1804,7
44,1996,1996,JBOMBASAR,1996,6027
7,2010,2010,MMANDRADE,7,10
7,2010,2010,MMANDRADE,7,7
7,2010,2010,LFUHR,10,2018
110,51,51,ACFREITAS,5901,92
89,50,50,SRPATRICIO,7,633
79,1537,7,SFPEREIRA,51,2002
79,1537,7,MMANDRADE,7,6027
110,51,2002,NELIZA,7,53
110,51,2002,CRODRIGUES,2002,92
7,10,10,MGUEDES,10,2018
44,10,10,VAMARAL,2018,10
23,2004,2004,SAKOERICH,2004,2012
4,6230,6230,WBALSAMO,6230,50
110,51,51,SFPEREIRA,51,7
80,6029,7,MMANDRADE,7,33
6,2010,2010,LAVILLA,2010,7
110,51,51,BBRIBEIRO,2002,633
110,51,51,LRGREGORIO,51,2002
110,51,51,GERSON,51,2002
110,51,51,CRODRIGUES,2002,51
96,1791,1791,VAGUIAR,1791,7
7,10,7,VOLIVEIRA,2018,10
7,2006,2006,RFERNANDES,2006,2012
7,2006,2006,JTRES,2006,2004
44,10,10,SRPATRICIO,1537,6029
23,2004,2004,MMANDRADE,7,50
110,51,51,RELUZ,1006,51
7,1,7,MMANDRADE,7,50
19,1,7,VACSOUZA,7,6029
19,1,7,SAKOERICH,2004,7
2,50,50,SRPATRICIO,7,6029
115,50,7,DDURIEUX,2010,2006
80,1537,7,RKRAUS,2012,50
80,1537,7,ILIMA,53,1537
3,10,50,EAFORTES,10,1
7,50,7,MMANDRADE,7,7
10,2004,2004,LJACQUES,50,7
6,2010,2010,DDURIEUX,2010,1537
15,7,7,VPARGENDLER,50,2004
2,50,50,NELIZA,7,1537
110,51,51,GERSON,51,5901
110,51,51,FPGCOSTA,5901,51
110,51,51,BBRIBEIRO,2002,51
10,2004,2004,SAKOERICH,2004,50
10,2004,2004,LJACQUES,50,2004
29,1791,7,OBOING,1791,7
44,10,10,AHSANTOS,1537,10
89,50,7,MCARVALHO,93,92
110,51,51,NELIZA,6027,51
110,51,51,NELIZA,6027,51
110,51,51,SRPATRICIO,6027,7
110,51,51,FPGCOSTA,51,1537
110,51,51,LRGREGORIO,51,7
110,51,51,BLEIRIA,2002,633
110,51,51,LRGREGORIO,51,7
80,6029,7,APPEREIRA,6029,7
16,50,7,MMANDRADE,7,6029
71,2012,2012,LJACQUES,50,7
71,2012,2012,MMANDRADE,7,1537
97,1788,51,SDMARCOS,633,2002
97,1788,51,LRGREGORIO,51,2002
110,51,51,NELIZA,1537,2002
110,51,51,ACERVI,2002,1537
110,51,51,SRPATRICIO,7,51
110,51,51,MCARVALHO,92,2002
110,51,51,SFPEREIRA,51,1537
110,51,51,ACERVI,2002,92
110,51,51,ACERVI,2002,51
110,51,51,GERSON,51,2002
110,51,51,ACERVI,2002,51
110,51,51,MSCOSTA,1006,51
110,51,51,MSCOSTA,5895,1006
110,51,51,NELIZA,7,5895
110,51,51,FPGCOSTA,51,2002
6,50,50,MMANDRADE,1537,2010
94,50,7,SAKOERICH,2004,7
15,50,7,SAKOERICH,2004,50
6,1537,7,MMANDRADE,7,2010
2,6230,50,LJACQUES,50,7
2,6230,50,SRPATRICIO,7,50
110,51,51,JSOUZA,7,5901
17,2006,2006,MMANDRADE,7,1537
4,6230,50,SRPATRICIO,7,50
2,50,50,ALIGARAUJO,6029,7
97,6216,51,SFPEREIRA,51,5901
23,2004,2004,MMONGUILHOTT,2004,2012
74,50,50,SRPATRICIO,7,50
16,50,7,APPEREIRA,6029,50
110,51,51,SFPEREIRA,51,5895
29,1791,1791,VAGUIAR,1791,7
16,50,7,APPEREIRA,6029,50
110,51,51,HVMAZZOLA,51,5901
94,50,7,LJACQUES,50,2004
94,50,7,MMANDRADE,7,50
80,50,7,APPEREIRA,6029,7
7,2006,2006,CLCCOSTA,2012,2006
79,1537,7,JSOUZA,7,6027
79,1537,7,ACERVI,2002,5901
80,6080,7,JSOUZA,7,6080
29,7,7,OBOING,1791,633
80,1,7,NELIZA,7,498
80,1539,7,JSOUZA,7,498
80,1539,7,JSOUZA,498,7
29,1791,1791,SDMARCOS,633,1791
29,1791,1791,VAGUIAR,1791,633
3,1,7,SRPATRICIO,7,6029
10,50,7,FGCRUZ,2004,2012
10,50,7,VASILVA,2004,50
79,1537,7,NMGODINHO,51,2002
44,10,10,VAMARAL,10,1537
44,10,10,RCAVANHOLI,5893,2018
6,50,7,WDACPARRELLA,10,633
110,51,51,BBRIBEIRO,2002,1006
110,51,51,ISNUNES,1006,2002
110,51,51,LAVILLA,7,51
110,51,51,AVPEREIRA,2002,1537
80,1,7,NELIZA,7,5287
2,50,7,MMANDRADE,7,7
89,50,7,MMANDRADE,7,50
89,50,7,NELIZA,7,6029
89,50,7,APPEREIRA,6029,7
89,50,7,NELIZA,7,50
6,2010,7,AHSANTOS,1537,2012
10,50,7,NELIZA,7,50
19,50,7,MMANDRADE,7,6029
80,1,7,SFPEREIRA,51,1
91,6227,2002,NELIZA,1,2002
91,6227,2002,LCLAGO,2002,6080
110,51,51,YCOSTA,5895,5901
39,1539,7,NELIZA,7,1539
110,51,2002,MHULLER,5901,2002
110,51,2002,LRGREGORIO,51,7
89,50,7,MCARVALHO,53,2012
